"gene_id","hugo_symbol","entrez_gene_id","mean_classical_expression","mean_proneural_expression","classical_sample_count","proneural_sample_count","log2_fold_change","expression_direction"
"3904","LRRC56","115399","99.82051282","44.10344828","39","29","1.1604795569682143","Higher in Classical"
"5420","PLCB4","5332","111.25641026","249.82758621","39","29","-1.159898194980955","Higher in Proneural"
"6274","SEMA6B","10501","849.12820513","1898.44827586","39","29","-1.1598280952892919","Higher in Proneural"
"160","ADAMTS16","170690","12.84615385","29.89655172","39","29","-1.1579605481478328","Higher in Proneural"
"2693","GJC2","57165","123.92307692","277.68965517","39","29","-1.1576194420354597","Higher in Proneural"
"4666","NPR1","4881","359.20512821","160.55172414","39","29","1.1568225732548705","Higher in Classical"
"8070","ZNF385D","79750","187.58974359","83.58620690","39","29","1.1567568837929072","Higher in Classical"
"1960","DSC3","1825","4.30769231","10.82758621","39","29","-1.1559990321585172","Higher in Proneural"
"4016","MAP3K9","4293","41.28205128","93.13793103","39","29","-1.1547307761071268","Higher in Proneural"
"3745","LBX2","85474","21.70025641","9.21655172","39","29","1.1518002520328467","Higher in Classical"
"368","ANKS1B","56899","396.16256410","880.48275862","39","29","-1.1502027082205872","Higher in Proneural"
"2850","GRIN3B","116444","5.95615385","2.13586207","39","29","1.1494277369197412","Higher in Classical"
"6670","SMTNL2","342527","4.84615385","11.96551724","39","29","-1.1491200601441012","Higher in Proneural"
"3622","KNDC1","85442","925.12820513","418.17241379","39","29","1.1436681468487275","Higher in Classical"
"3582","KLF17","128209","37.38461538","16.41379310","39","29","1.1402977047966312","Higher in Classical"
"5019","OR7D2","162998","13.61538462","31.20689655","39","29","-1.1398818538591275","Higher in Proneural"
"1884","DNAH7","56171","260.10256410","117.51724138","39","29","1.139519673909743","Higher in Classical"
"5524","PON1","5444","10.70923077","4.31620690","39","29","1.1391771434041167","Higher in Classical"
"931","CACNA1A","773","367.17948718","808.06896552","39","29","-1.1358534337309536","Higher in Proneural"
"6943","SUMF2","25870","16412.05128205","7487.86206897","39","29","1.1320250459763819","Higher in Classical"
"4916","OR4N4","283694","0.45615385","2.19034483","39","29","-1.1315495752258484","Higher in Proneural"
"7471","TRIP6","7205","4835.82051282","2207.44827586","39","29","1.1310259591549832","Higher in Classical"
"5159","PCDHA1","56147","147.98615385","325.26379310","39","29","-1.130860635349216","Higher in Proneural"
"6794","SPOCK1","6695","1891.69230769","4142.10344828","39","29","-1.1302719499025524","Higher in Proneural"
"5443","PLEKHG1","57480","2104.30769231","963.75862069","39","29","1.1257911643995302","Higher in Classical"
"2270","FAM129A","116496","1999.38461538","916.31034483","39","29","1.1247955999534363","Higher in Classical"
"3425","KCNH1","3756","109.76923077","240.44827586","39","29","-1.1241569730904213","Higher in Proneural"
"4420","MYOD1","4654","0.28205128","1.79310345","39","29","-1.123415040042886","Higher in Proneural"
"7991","ZMAT4","79698","136.69230769","62.20689655","39","29","1.1232940786133303","Higher in Classical"
"6275","SEMA6D","80031","4705.38461538","2160.72413793","39","29","1.1224367958378954","Higher in Classical"
"4873","OR2L13","284521","7.10256410","16.62068966","39","29","-1.120819957348215","Higher in Proneural"
"4309","MST1L","11223","74.30769231","33.65517241","39","29","1.1197265407262667","Higher in Classical"
"4601","NLRP2","55655","45.38461538","20.37931034","39","29","1.1174310637948623","Higher in Classical"
"5427","PLCL1","5334","238.28205128","517.62068966","39","29","-1.1159675783406846","Higher in Proneural"
"6098","RPS6KA6","27330","13.56410256","30.51724138","39","29","-1.113724459727023","Higher in Proneural"
"2508","FREM1","158326","367.28205128","169.48275862","39","29","1.1111852442757226","Higher in Classical"
"6435","SLC13A5","284111","160.53846154","73.89655172","39","29","1.1089065018292406","Higher in Classical"
"4756","NXN","64359","585.38461538","1263.13793103","39","29","-1.108234727672797","Higher in Proneural"
"1532","CPXCR1","53336","1.89743590","0.34482759","39","29","1.1073555170259028","Higher in Classical"
"6234","SDC4","6385","4241.43589744","1974.51724138","39","29","1.10266242349972","Higher in Classical"
"6499","SLC27A1","376497","3554.64102564","1656.10344828","39","29","1.1014460095692373","Higher in Classical"
"1416","CNGB1","1258","2.07692308","5.58620690","39","29","-1.0979594554742955","Higher in Proneural"
"6675","SNAP91","9892","420.15384615","899.65517241","39","29","-1.096627515673719","Higher in Proneural"
"210","AFAP1L2","84632","958.05128205","2049.58620690","39","29","-1.096356530324009","Higher in Proneural"
"4595","NLRC5","84166","1583.58974359","740.13793103","39","29","1.0962954009665675","Higher in Classical"
"2082","ELF5","2001","10.56410256","4.41379310","39","29","1.0949416510359238","Higher in Classical"
"3150","IFITM3","10410","14870.71794872","6965.20689655","39","29","1.0941260872720262","Higher in Classical"
"2458","FLRT1","23769","269.20512821","575.72413793","39","29","-1.093826349749025","Higher in Proneural"
"1233","CELSR3","1951","943.01743590","2013.71620690","39","29","-1.0936912235472147","Higher in Proneural"
"737","BPIFC","254240","0.48717949","2.17241379","39","29","-1.0930021805157906","Higher in Proneural"
"1088","CCNA1","8900","58.84615385","126.55172414","39","29","-1.0917519630819097","Higher in Proneural"
"2288","FAM181A","90050","1191.74358974","558.65517241","39","29","1.0916738331126352","Higher in Classical"
"3908","LRRC7","57554","39.17948718","84.62068966","39","29","-1.0915003055013532","Higher in Proneural"
"5235","PDE3B","5140","180.66666667","385.65517241","39","29","-1.0897537833740365","Higher in Proneural"
"1009","CASZ1","54897","279.05128205","130.82758621","39","29","1.0870387328645412","Higher in Classical"
"1551","CRIM1","51232","2704.87179487","1274.24137931","39","29","1.0853231374661556","Higher in Classical"
"2577","GABRP","2568","0.82051282","2.86206897","39","29","-1.0850290283681174","Higher in Proneural"
"3300","IRF1","3659","1938.88666667","913.69275862","39","29","1.084613234006448","Higher in Classical"
"8214","ZPLD1","131368","2.94871795","0.86206897","39","29","1.084477811792148","Higher in Classical"
"4752","NWD1","284434","429.20512821","202.03448276","39","29","1.0832999511765367","Higher in Classical"
"97","ACOT12","134526","10.61538462","4.48275862","39","29","1.083063061781967","Higher in Classical"
"6741","SPAG17","200162","42.69230769","19.65517241","39","29","1.080876203890924","Higher in Classical"
"1475","COL4A6","1288","324.84615385","153.13793103","39","29","1.0799690349673061","Higher in Classical"
"1710","DACH1","1602","139.89743590","296.41379310","39","29","-1.077826199296681","Higher in Proneural"
"5616","PRICKLE4","29964","260.28307692","122.85724138","39","29","1.0769354665786706","Higher in Classical"
"948","CACNG6","59285","62.56410256","29.13793103","39","29","1.0766318629731393","Higher in Classical"
"2144","EPHA1","2041","8.51282051","3.51724138","39","29","1.0744311507007112","Higher in Classical"
"5978","RIMS1","22999","130.92307692","276.13793103","39","29","-1.0709072285277548","Higher in Proneural"
"6543","SLC39A12","221074","419.05692308","199.16137931","39","29","1.069421208502868","Higher in Classical"
"3360","ITPR3","3710","535.79897436","254.91034483","39","29","1.0687434474877116","Higher in Classical"
"3287","IQCA1","79781","315.76923077","150.37931034","39","29","1.0652641672453234","Higher in Classical"
"3661","KRT7","3855","35.35897436","16.41379310","39","29","1.062081016192172","Higher in Classical"
"4766","OAS2","4939","2311.64102564","1106.86206897","39","29","1.0617630701811294","Higher in Classical"
"4310","MST1R","4486","9.97435897","21.89655172","39","29","-1.0609936689914363","Higher in Proneural"
"3443","KCNK17","89822","2.17948718","5.62068966","39","29","-1.0581874148892167","Higher in Proneural"
"3007","HLA-B","3106","56062.34051282","26924.31827586","39","29","1.0580943108445298","Higher in Classical"
"6009","RNF144A","9781","1204.23076923","2507.31034483","39","29","-1.057406448859004","Higher in Proneural"
"2088","ELMO1","9844","1937.94871795","4031.03448276","39","29","-1.0562333301008802","Higher in Proneural"
"5401","PKP2","5318","36.35897436","76.65517241","39","29","-1.0556271736398954","Higher in Proneural"
"6629","SLITRK6","84189","4.28205128","9.96551724","39","29","-1.05380365221446","Higher in Proneural"
"6401","SIPA1L1","26037","4434.61538462","2136.65517241","39","29","1.0531051247582588","Higher in Classical"
"236","AHNAK2","113146","738.30769231","356.17241379","39","29","1.0495542660773927","Higher in Classical"
"7662","ULBP1","80329","57.53846154","120.10344828","39","29","-1.048783209056415","Higher in Proneural"
"3333","ITGA7","3679","11145.07692308","5401.62068966","39","29","1.0448047140598662","Higher in Classical"
"1958","DSC1","1823","0.85128205","2.81758621","39","29","-1.044136024668828","Higher in Proneural"
"3105","HTR1D","3352","57.92307692","27.58620690","39","29","1.0435135671664282","Higher in Classical"
"5712","PTCH2","8643","394.46153846","190.96551724","39","29","1.0426902058760268","Higher in Classical"
"3869","LRIG3","121227","548.64102564","265.96551724","39","29","1.0418362846889604","Higher in Classical"
"5446","PLEKHG4B","153478","68.07692308","140.93103448","39","29","-1.0389143550753774","Higher in Proneural"
"466","ARHGEF26","26084","3906.00000000","1902.65517241","39","29","1.0372890826049814","Higher in Classical"
"895","C6orf203","51250","488.12820513","1001.93103448","39","29","-1.0359378400450132","Higher in Proneural"
"3764","LDLR","3949","1681.69230769","820.03448276","39","29","1.0352566733186894","Higher in Classical"
"1070","CCDC85A","114800","77.14871795","159.09310345","39","29","-1.0346170494954412","Higher in Proneural"
"224","AGMO","392636","347.69230769","169.24137931","39","29","1.0343727931249445","Higher in Classical"
"5796","RAB11FIP4","84440","670.17948718","1371.68965517","39","29","-1.0322349609201578","Higher in Proneural"
"7525","TTC12","54970","282.97435897","138.17241379","39","29","1.0288873954984348","Higher in Classical"
"820","C17orf102","400591","10.51282051","22.48275862","39","29","-1.0283605773175792","Higher in Proneural"
"1187","CDH4","1002","1181.07692308","579.00000000","39","29","1.0271991158946598","Higher in Classical"
"1437","CNTNAP2","26047","375.94871795","766.37931034","39","29","-1.025571603151122","Higher in Proneural"
"1300","CHL1","10752","9928.25487179","4878.86172414","39","29","1.0248451884833252","Higher in Classical"
"1875","DNAAF1","123872","51.76923077","25.03448276","39","29","1.019273208891651","Higher in Classical"
"1870","DMRTA1","63951","38.48717949","18.48275862","39","29","1.0191863546989979","Higher in Classical"
"668","BCL11A","53335","171.71794872","348.96551724","39","29","-1.0187947631603953","Higher in Proneural"
"703","BLK","640","0.97435897","3.00000000","39","29","-1.0186156813525178","Higher in Proneural"
"2450","FLG","2312","20.81820513","43.18275862","39","29","-1.017951074895835","Higher in Proneural"
"2359","FBLN7","129804","730.38461538","360.24137931","39","29","1.0176671205706902","Higher in Classical"
"6715","SORCS3","22986","293.94871795","595.37931034","39","29","-1.0157660701102673","Higher in Proneural"
"2149","EPHA7","2045","64.87179487","132.10344828","39","29","-1.014815181074032","Higher in Proneural"
"718","BMPR1B","658","1518.05128205","751.37931034","39","29","1.013638493097763","Higher in Classical"
"6215","SCN3B","55800","658.58974359","1330.48275862","39","29","-1.0133928765869469","Higher in Proneural"
"7130","TEX14","56155","19.69230769","40.75862069","39","29","-1.0129795103237034","Higher in Proneural"
"4805","OPRD1","4985","2.43589744","5.93103448","39","29","-1.0123837221581664","Higher in Proneural"
"2423","FGF21","26291","0.17948718","1.37931034","39","29","-1.0123837209009323","Higher in Proneural"
"2712","GLT8D2","83468","97.66666667","47.93103448","39","29","1.0118129861046012","Higher in Classical"
"3934","LTF","4057","14734.51282051","7321.03448276","39","29","1.0089807964654733","Higher in Classical"
"714","BMP5","653","27.07692308","12.96551724","39","29","1.0075158332827783","Higher in Classical"
"433","ARAP2","116984","2495.79487179","1240.93103448","39","29","1.0074922375354052","Higher in Classical"
"3998","MAOB","4129","11041.46153846","5494.51724138","39","29","1.0067346273946145","Higher in Classical"
"2701","GLI1","2735","269.00000000","133.44827586","39","29","1.0059081528032172","Higher in Classical"
"6262","SELE","6401","12.56410256","5.75862069","39","29","1.0049928437538773","Higher in Classical"
"7000","TAB3","257397","1691.46153846","842.31034483","39","29","1.004987491526816","Higher in Classical"
"6311","SERPING1","710","10061.17948718","5015.48275862","39","29","1.0041947325327414","Higher in Classical"
"5936","RFX2","5990","1313.61538462","655.51724138","39","29","1.0017359691467564","Higher in Classical"
